"list","date","vendor","product","price","cat","subcat","subsubcat","feedback","from","to"
"2014-02-15__es1gZZazGX.html","2014-02-15","RepAAA","Panerai - Luminor Power Reserve Metal PAM090 [Replica]",0.43663338,"Counterfeits","Watches",NA,"
    Feedbacks:
    No feedbacks found.
"," Hong Kong ","Worldwide
    "
"2014-02-15__Ev3pTgC9Sc.html","2014-02-15","xdoc",".22LR RN - 50pcs",0.06166843,"Weapons","Ammunition",NA,"
    Feedbacks:
    No feedbacks found.
"," Sweden ","EU
    "
"2014-02-15__eWh9CfZM67.html","2014-02-15","fake","Telefonul anti interceptare",0.61417686,"Counterfeits","Electronics",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__eyFrn2K1DY.html","2014-02-15","MEGA_PHARMA","Xenical 120mg (Orlistat) 60 Tab",0.13403614,"Drugs","Weight loss",NA,"
    Feedbacks:
    No feedbacks found.
"," India ",NA
"2014-02-15__f4dClGpaM9.html","2014-02-15","RepAAA","Rolex - Daytona Rose Gold [AAA+]",0.50642653,"Counterfeits","Watches",NA,"
    Feedbacks:
    No feedbacks found.
"," Hong Kong ","Worldwide
    "
"2014-02-15__f4gY5C9UJD.html","2014-02-15","FakeMarket","French HQ Passport and Utillity Custom Scan",0.08500904,"Forgeries",NA,NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ",NA
"2014-02-15__fiJ6VX5LrW.html","2014-02-15","mikehamer","LEANA NON-FILTER TAX FREE CIGARETTES CHEAP CIGARETTES",0.04470961,"Tobacco","Smoked",NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ",NA
"2014-02-15__FLclJ79MjA.html","2014-02-15","RTBArms","Glock 19 Gen 3 9mm & 2 Mags",3.91566265,"Weapons","Lethal firearms",NA,"
    Feedbacks:
    No feedbacks found.
"," World ",NA
"2014-02-15__fmNZigMAee.html","2014-02-15","DrawkwarD","Naughty America Account [LIFETIME + FREEBIES]",0.01538461,"Data","Accounts",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__fxgiJnm8yz.html","2014-02-15","mikehamer","COSMOS TAX FREE CIGARETTES CHEAP CIGARETTES",0.04969879,"Tobacco","Smoked",NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ","WORLDWIDE
    "
"2014-02-15__G6Giuz4VjJ.html","2014-02-15","FakeMarket","Lativa HQ Passport Scan",0.03091237,"Forgeries",NA,NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ",NA
"2014-02-15__g93yVugub3.html","2014-02-15","mikehamer","RED&WHITE TAX FREE CIGARETTES CHEAP CIGARETTES",0.05395988,"Tobacco","Smoked",NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ","WORLDWIDE
    "
"2014-02-15__gDt0Ragybe.html","2014-02-15","sereal","Microsoft Windows 8 Enterprise : legitimate product key",0.0753012,"Data","Software",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__GFCFAmhkTh.html","2014-02-15","mikehamer","BOND TAX FREE CIGARETTES CHEAP CIGARETTES",0.05421686,"Tobacco","Smoked",NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ","WORLDWIDE
    "
"2014-02-15__gLAX0frurx.html","2014-02-15","cashmonay13","Counterfit $20 USD, 5,000$",3.07858077,"Counterfeits","Money",NA,"
    Feedbacks:
    No feedbacks found.
"," USA ",NA
"2014-02-15__GLJ74adNVB.html","2014-02-15","wakeside917","Game of Thrones Seasons 1-3 (AVI)",0.0076923,"Data","Pirated",NA,"
    Feedbacks:
    No feedbacks found.
"," USA ",NA
"2014-02-15__gpR1mZXBU1.html","2014-02-15","RepAAA","Panerai - Luminor Submersible [Replica]",0.46,"Counterfeits","Watches",NA,"
    Feedbacks:
    No feedbacks found.
"," Hong Kong ","Worldwide
    "
"2014-02-15__gVa2bbch3v.html","2014-02-15","FakeMarket","Embossed Mastercard Physical Card",0.09273713,"Forgeries",NA,NA,"
    Feedbacks:
    
        
            
                
                    5/5
                    Card is exactly as described. A bit slow in actually getting the finished product but it's worth the wait.
                    

                    2 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
"," Torland ","WW
    "
"2014-02-15__GvYCMcbEhp.html","2014-02-15","MEGA_PHARMA","Xenical 120mg (Orlistat) 100 Tab",0.20933734,"Drugs","Weight loss",NA,"
    Feedbacks:
    No feedbacks found.
"," India ",NA
"2014-02-15__GxrCySsMVz.html","2014-02-15","mikehamer","ASTRA  NON-FILTER TAX FREE CIGARETTES CHEAP CIGARETTES",0.0431679,"Tobacco","Smoked",NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ",NA
"2014-02-15__hjzVrnxVdU.html","2014-02-15","RepAAA","Hermes Reversible ""H"" Belt [Replica]",0.10621103,"Counterfeits","Clothing",NA,"
    Feedbacks:
    
        
            
                
                    5/5
                    Fast delivery. its realy AAA replica. looks great.
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
"," Hong Kong ","Worldwide
    "
"2014-02-15__hluo1SpZSR.html","2014-02-15","mikehamer","GOLDEN GATE TAX FREE CIGARETTES CHEAP CIGARETTES",0.05241817,"Tobacco","Smoked",NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ","WORLDWIDE
    "
"2014-02-15__iCFuDLbxFj.html","2014-02-15","sereal","Britannica Online Premium : legitimate subscription credentials",0.05384615,"Data","Accounts",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__ihpJiTKtVE.html","2014-02-15","ritex","CUSTOM Paystubs | W2s | Utility Bills | Bank Statements | Insurance Cards | Credit Reports",0.10083504,"Data","Accounts",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__ipGt3Eg1W7.html","2014-02-15","MrNiceGuy007","MPak/REloadit  #'s for your BTC",7.708e-05,"Services","Money",NA,"
    Feedbacks:
    
        
            
                
                    5/5
                    totally honest an easy to work with.
i will be back.
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
"," The United Snakes of Captivity ","Mamas house and Papas house
    "
"2014-02-15__iTrc6TGWws.html","2014-02-15","RTBArms","Walther P22 22LR & 2 Mags",3.61445783,"Weapons","Lethal firearms",NA,"
    Feedbacks:
    No feedbacks found.
"," World ",NA
"2014-02-15__j688zNoKZJ.html","2014-02-15","blackhand","Stoplok Pegboard/DVD Magnetic Security Key",0.11737456,"Counterfeits","Accessories",NA,"
    Feedbacks:
    No feedbacks found.
"," USA ",NA
"2014-02-15__J9lCL4nu2b.html","2014-02-15","sereal","Microsoft System Center 2012 R2 Endpoint Protection Client",0.01733102,"Data","Software",NA,"
    Feedbacks:
    
        
            
                
                    5/5
                    good seller will come back !
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
"," ",NA
"2014-02-15__jad8aEgmAw.html","2014-02-15","FakeMarket","German Passport Custom Scan",0.07728094,"Forgeries",NA,NA,"
    Feedbacks:
    
        
            
                
                    5/5
                    great vendor! thanks again!
                    

                    3 days ago
                    anon [0 deals]
                
            
        
    
"," Torland ",NA
"2014-02-15__JaNd0JfXK9.html","2014-02-15","MEGA_PHARMA","Clenbuterol (Astralean 40mcg by Alpha Pharma) 200 tabs",0.27409638,"Drugs","Weight loss",NA,"
    Feedbacks:
    No feedbacks found.
"," India ",NA
"2014-02-15__JbGwB2N27n.html","2014-02-15","MagicHat","Replica Oakley Jupiter Squared (black arms-fire iridium lenses)",0.05387516,"Counterfeits","Accessories",NA,"
    Feedbacks:
    No feedbacks found.
"," USA ",NA
"2014-02-15__JcZjhGAK08.html","2014-02-15","fake","EMP PULSE GENERATOR",0.39124855,"Counterfeits","Electronics",NA,"
    Feedbacks:
    No feedbacks found.
"," China ",NA
"2014-02-15__jdD01AU85k.html","2014-02-15","DrawkwarD","Brazzers Premium Account [LIFETIME + FREEBIES]",0.01538461,"Data","Accounts",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__JFjpjUVre6.html","2014-02-15","wakeside917","FL Studio 11 (PC)",0.0076923,"Data","Pirated",NA,"
    Feedbacks:
    No feedbacks found.
"," USA ",NA
"2014-02-15__jlSewizcuD.html","2014-02-15","zXenonX","$33,000 BOA logins + Fulls",8.17106825,"Services","Money",NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ",NA
"2014-02-15__JPgELRekeR.html","2014-02-15","FakeMarket","Florida ID Scan",0.02318428,"Forgeries",NA,NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__jsn9P9EZqo.html","2014-02-15","TheWeedWharehouse","1 OZ PREMIUM N/Z HYDRO",0.3866079,"Drugs","Cannabis","Weed","
    Feedbacks:
    No feedbacks found.
"," New Zealand ",NA
"2014-02-15__jSobLLlteq.html","2014-02-15","MagicHat","Replica Oakley Holbrook (black arms-black iridium lenses)",0.05387516,"Counterfeits","Accessories",NA,"
    Feedbacks:
    No feedbacks found.
"," USA ",NA
"2014-02-15__JsPGXDBUTE.html","2014-02-15","FakeMarket","How Success Instore PDF",0.03864047,"Forgeries",NA,NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ",NA
"2014-02-15__JU8Xz9FL3C.html","2014-02-15","flaxceed","sibutramine (meridia/reduce) 15mg x 100",0.14909638,"Drugs","Weight loss",NA,"
    Feedbacks:
    No feedbacks found.
"," Thailand ",NA
"2014-02-15__JvNT3el9ZJ.html","2014-02-15","DrWhite","9mm High Quality Brass Reloads 124 gr, (50 Rounds)",0.07906626,"Weapons","Ammunition",NA,"
    Feedbacks:
    No feedbacks found.
"," USA ",NA
"2014-02-15__jyCf9dgsyr.html","2014-02-15","edo1900","Custom for Abh",1.69588208,"Weapons","Lethal firearms",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__k4R2wzT8Va.html","2014-02-15","DrawkwarD","HBO GO Account [LIFETIME + FREEBIES]",0.01538461,"Data","Accounts",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__k8TeuU5Jrt.html","2014-02-15","edo1900","Part 1/3 XD 9MM",0.77411363,"Weapons","Lethal firearms",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__KAe3oyThea.html","2014-02-15","Lion","Dabba, 200mg",0.04336379,"Drugs","Cannabis","Edibles","
    Feedbacks:
    No feedbacks found.
"," USA ",NA
"2014-02-15__kARelWN8Ux.html","2014-02-15","mikehamer","GALAXY TAX FREE CIGARETTES CHEAP CIGARETTES",0.04933475,"Tobacco","Smoked",NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ","WORLDWIDE
    "
"2014-02-15__kczE1psNsG.html","2014-02-15","RepAAA","Panerai - Luminor Power Reserve Leather PAM090 [Replica]",0.43663338,"Counterfeits","Watches",NA,"
    Feedbacks:
    No feedbacks found.
"," Hong Kong ","Worldwide
    "
"2014-02-15__KEfv2rS11D.html","2014-02-15","Lector83",".38 Special x 50",0.22590361,"Weapons","Ammunition",NA,"
    Feedbacks:
    No feedbacks found.
"," EU ","EU
    "
"2014-02-15__kF0g3Lf6S8.html","2014-02-15","sereal","SlySoft AnyDVD : legitimate license key",0.03012048,"Data","Software",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__khVedlLoW3.html","2014-02-15","MagicHat","Replica Oakley Radar Lock (black frames-fire iridium lenses)",0.05477479,"Counterfeits","Accessories",NA,"
    Feedbacks:
    No feedbacks found.
"," USA ",NA
"2014-02-15__kilU6qqtyA.html","2014-02-15","sereal","FlashBoot : legitimate license key file",0.01656626,"Data","Software",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__kK2bX0jPox.html","2014-02-15","Lector83",".32 ACP / 7,65 Browning FMJ x 50",0.24849397,"Weapons","Ammunition",NA,"
    Feedbacks:
    
        
            
                
                    5/5
                    All perfectly smooth! My best recommendation! Delivery fast and with good stealth!
                    

                    4 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
"," EU ","EU
    "
"2014-02-15__KlgBWewrBe.html","2014-02-15","MagicHat","Replica Oakley Jupiter Squared (black arms-ice iridium lenses)",0.05387516,"Counterfeits","Accessories",NA,"
    Feedbacks:
    No feedbacks found.
"," USA ",NA
"2014-02-15__Ko7LCqmA3A.html","2014-02-15","anonbearzinho","GBP notes £ notes pound notes £20 GBP20 samples",0.02155006,"Counterfeits","Money",NA,"
    Feedbacks:
    No feedbacks found.
"," UK ",NA
"2014-02-15__kqKw3J226U.html","2014-02-15","wakeside917","Any 4 Non Porn Movies (Avi)",0.0076923,"Data","Pirated",NA,"
    Feedbacks:
    No feedbacks found.
"," USA ",NA
"2014-02-15__KVAM7ZDauh.html","2014-02-15","sereal","Hotspot Shield Elite : VPN : 180 days legitimate license",0.01923076,"Data","Accounts",NA,"
    Feedbacks:
    
        
            
                
                    5/5
                    very good vender
                    

                    6 days ago
                    anon  ~5/5, 6~10 deals
                
            
        
    
"," ",NA
"2014-02-15__KWh8GVjPAy.html","2014-02-15","FakeMarket","Finland HQ Passport Scan",0.03091237,"Forgeries",NA,NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ",NA
"2014-02-15__kxkFbf0zP3.html","2014-02-15","RepAAA","Rolex - Submariner Green/Green [Replica]",0.22923076,"Counterfeits","Watches",NA,"
    Feedbacks:
    No feedbacks found.
"," Hong Kong ","Worldwide
    "
"2014-02-15__kyLhGjsbBk.html","2014-02-15","RepAAA","Louis Vuitton - Damier Graphite Belt [Replica]",0.09081813,"Counterfeits","Clothing",NA,"
    Feedbacks:
    No feedbacks found.
"," Hong Kong ","Worldwide
    "
"2014-02-15__kZKieg8A3T.html","2014-02-15","RepAAA","Hublot - Box (AAA Grade Replica)",0.18307692,"Counterfeits","Watches",NA,"
    Feedbacks:
    No feedbacks found.
"," Hong Kong ","Worldwide
    "
"2014-02-15__lb5bmUFFca.html","2014-02-15","RepAAA","Rolex - Milgauss Green Crystal SS [Replica]",0.22923076,"Counterfeits","Watches",NA,"
    Feedbacks:
    No feedbacks found.
"," Hong Kong ","Worldwide
    "
"2014-02-15__lbNK1Uhv2h.html","2014-02-15","RepAAA","Hermes - Bearn Wallet Calfskin Pink",0.18623431,"Counterfeits","Accessories",NA,"
    Feedbacks:
    No feedbacks found.
"," Hong Kong ","Worldwide
    "
"2014-02-15__lfesYaDnik.html","2014-02-15","SocksRocksLocks","Diversify! Cash out BTC for SILVER! 1oz foreign silver bullion - Free Shipping - $35",0.05395988,"Services","Money",NA,"
    Feedbacks:
    No feedbacks found.
"," USA ","USA
    "
"2014-02-15__LgUU9tyJvr.html","2014-02-15","wakeside917","Sons of Anarchy Seasons 1-6",0.02307692,"Data","Pirated",NA,"
    Feedbacks:
    No feedbacks found.
"," USA ",NA
"2014-02-15__LNXeujzCN8.html","2014-02-15","mikehamer","PRIMA LUX TAX FREE CIGARETTES CHEAP CIGARETTES",0.05087646,"Tobacco","Smoked",NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ","WORLDWIDE
    "
"2014-02-15__lTGSeLBcUk.html","2014-02-15","passman","1 MONTH 250 SOCKS PROXIES + SOFTWARE EASY TO USE",0.09453285,"Data","Software",NA,"
    Feedbacks:
    
        
            
                
                    5/5
                    A+ transaction second month of proxies thanks passman.
                    

                    2 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    FE as required by listing :)
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    0/5
                    three days later, no communication, no proxy details. avoid!
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
"," ",NA
"2014-02-15__ltjFJ2ur3a.html","2014-02-15","fake","VERIFIED BITCOIN EXCHANGER ACCOUNT + VISA",0.23076923,"Data","Accounts",NA,"
    Feedbacks:
    No feedbacks found.
"," EU ",NA
"2014-02-15__m1GjLghMuy.html","2014-02-15","blackhand","No Tech Hacking: A Guide to Social Engineering, Dumpster Diving, and Shoulder Surfing",0.00227272,"Information","eBooks",NA,"
    Feedbacks:
    No feedbacks found.
"," Internet ",NA
"2014-02-15__m2DfLLRias.html","2014-02-15","mikehamer","VICEROY TAX FREE CIGARETTES CHEAP CIGARETTES",0.05241817,"Tobacco","Smoked",NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ","WORLDWIDE
    "
"2014-02-15__m9Gxl0MNF7.html","2014-02-15","ritex","Marriott Hotel Employee Hotel Discount Form",0.11974161,"Data","Accounts",NA,"
    Feedbacks:
    No feedbacks found.
"," World ","WORLDWIDE
    "
"2014-02-15__md55cclvLm.html","2014-02-15","sales1993","Genuine Battlefield 4 Origin Code",0.03781314,"Data","Software",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__mhjSrNz8tu.html","2014-02-15","sereal","VueScan Professional Edition : legitimate serial",0.02757208,"Data","Software",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__mRJ6mezqAU.html","2014-02-15","sereal","Microsoft Office 2010 Professional Plus : legitimate product key",0.06024096,"Data","Software",NA,"
    Feedbacks:
    No feedbacks found.
"," ",NA
"2014-02-15__MvGVErlx2b.html","2014-02-15","FakeMarket","France HQ Passport Scan",0.03091237,"Forgeries",NA,NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ",NA
"2014-02-15__n4KTKCrW3X.html","2014-02-15","SocksRocksLocks","Pollinated! Coming Soon! - {Maui Waui (F2 Autoflower)} x {Hazeman Seeds: Blue Bubba}",0.03129988,"Drugs","Cannabis","Weed","
    Feedbacks:
    No feedbacks found.
"," USA ","USA
    "
"2014-02-15__N7iJgAe0DX.html","2014-02-15","mikehamer","LUCKY STRIKE TAX FREE CIGARETTES CHEAP CIGARETTES",0.06089758,"Tobacco","Smoked",NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ","WORLDWIDE
    "
"2014-02-15__nCBPfMYkWX.html","2014-02-15","mikehamer","GLAMOUR TAX FREE CIGARETTES CHEAP CIGARETTES",0.0570433,"Tobacco","Smoked",NA,"
    Feedbacks:
    No feedbacks found.
"," Torland ","WORLDWIDE
    "
