"list","date","vendor","product","price","cat","subcat","subsubcat","feedback","from","to","goodFB","greatFB","okFB","poorFB","badFB","worstFB"
"CattyCyV","2014-01-09","SusnaSmith","5 Grams AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Extremely fast shipment! 4 days ago anon [0 deals] ","
       USA
      ","Worldwide
    ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CattyCyV","2014-01-16","SusnaSmith","5 Grams AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Extremely fast shipment! 4 days ago anon [0 deals] ","
       USA
      ","Worldwide
    ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"bBLkidzWK","2014-01-26","SusnaSmith","1 Gram AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Susna is a scholar and a gentleman. In every way a perfect transaction. 2 days ago anon [0 deals] ","
       USA
      ","Worldwide
    ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CattyCyV","2014-01-26","SusnaSmith","5 Grams AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Most Professional vendor I have ever dealt with. The price is right, the quality is amazing, and Susna ships faster than the sp 4 days ago anon ~5/5, 1~2 deals 5/5 Extremely fast shipment! 0 days ago anon [0 deals] ","
       USA
      ","Worldwide
    ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"paXzyvVuF","2014-01-26","Heisenbergmontana","(1)Gram Shatter Wax THC- *HeisenbergMontana* $50*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Fine stuff. Vacuum sealed. Thanks! 0 days ago anon ~5/5, 3~5 deals ","
       USA
    
    ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"bBLkidzWK","2014-02-02","SusnaSmith","1 Gram AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Susna is a scholar and a gentleman. In every way a perfect transaction. 2 days ago anon [0 deals] "," USA ","Worldwide
    ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CattyCyV","2014-02-02","SusnaSmith","5 Grams AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Most Professional vendor I have ever dealt with. The price is right, the quality is amazing, and Susna ships faster than the sp 4 days ago anon ~5/5, 1~2 deals 5/5 Extremely fast shipment! 1 days ago anon [0 deals] "," USA ","Worldwide
    ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"paXzyvVuF","2014-02-02","Heisenbergmontana","(1)Gram Shatter Wax THC- *HeisenbergMontana* $50*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Fine stuff. Vacuum sealed. Thanks! 1 days ago anon ~5/5, 3~5 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"acAcpcgTKe","2014-02-05","Charlie_Bartlett","5$ Dime Bag! 1.0 gram top shelf cannabis weed pot marijuana MMJ JUST 5$ limited time","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Great product, fast shipping, and professionally wrapped. A++ 1 days ago anon ~5/5, 1~2 deals "," From: USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"bBLkidzWK","2014-02-05","SusnaSmith","1 Gram AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Susna is a scholar and a gentleman. In every way a perfect transaction. 5 days ago anon [0 deals] "," From: USA To: Worldwide ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CattyCyV","2014-02-05","SusnaSmith","5 Grams AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Most Professional vendor I have ever dealt with. The price is right, the quality is amazing, and Susna ships faster than the sp 0 days ago anon ~5/5, 1~2 deals 5/5 Extremely fast shipment! 0 days ago anon [0 deals] "," From: USA To: Worldwide ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"GMdWpj","2014-02-05","Heisenbergmontana","(2)Gram Shatter Wax THC- *HeisenbergMontana* $100*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 nice looking shatter, and it got here! will update! Also the freebie weed was amazing! 1 days ago anon ~5/5, 1~2 deals "," From: USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"MWTNYDPAr","2014-02-05","Heisenbergmontana","(3.5)Gram Shatter Wax THC- *HeisenbergMontana* $175*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Great lookin shatter. tastes good. Weight is on point and thanks for the free bud! 0 days ago anon [0 deals] "," From: USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"paXzyvVuF","2014-02-05","Heisenbergmontana","(1)Gram Shatter Wax THC- *HeisenbergMontana* $50*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Fine stuff. Vacuum sealed. Thanks! 3 days ago anon ~5/5, 3~5 deals "," From: USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"ZZCnxaLxy","2014-02-05","Charlie_Bartlett","5$ Dime Bag! 1.0 gram top shelf cannabis weed pot marijuana MMJ JUST 5$ limited time","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Great product, fast shipping, and professionally wrapped. A++ 0 days ago anon ~5/5, 1~2 deals "," From: USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"bBLkidzWK","2014-02-18","SusnaSmith","1 Gram AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Perfect fast delivery good Product 5 days ago anon ~5/5, 6~10 deals 5/5 A smooth and pleasant transaction 5 days ago anon ~5/5, 3~5 deals 5/5 Top Notch as always 5 days ago anon ~5/5, 3~5 deals 5/5 Susna is a scholar and a gentleman. In every way a perfect transaction. 1 days ago anon ~5/5, 3~5 deals "," USA ","Worldwide
    ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"bBLkidzWK","2014-02-23","SusnaSmith","1 Gram AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 FE update: Wow that was insanely fast. 2 days from order to my door. I'll be back for something I'm sure. 0 days ago anon ~5/5, 1~2 deals 5/5 Crazy fast shipping and quality product, I will def be using susna agaian for my synthetic cannibiniods. 1 days ago anon ~5/5, 1~2 deals 5/5 Crazy fast shipping and quality product, I will def be using susna agaian for my synthetic cannibiniods. 1 days ago anon ~5/5, 1~2 deals 5/5 Really fast shipping..will order again for sure.. 1 days ago anon ~5/5, 1~2 deals 5/5 Ok recieved came quick and all but this chem reminds me too much of 5f-ur-144, it has no real sedation and is kind of stimulati 1 days ago anon ~5/5, 3~5 deals 5/5 Perfect fast delivery good Product 2 days ago anon ~5/5, 6~10 deals 5/5 A smooth and pleasant transaction 2 days ago anon ~5/5, 3~5 deals 5/5 Top Notch as always 2 days ago anon ~5/5, 3~5 deals 5/5 Susna is a scholar and a gentleman. In every way a perfect transaction. 5 days ago anon ~5/5, 3~5 deals "," USA ","Worldwide
    ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CattyCyV","2014-02-23","SusnaSmith","5 Grams AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Fast shipping, great product. Best vendor I've dealt with! 0 days ago anon [0 deals] 5/5 Very fast great product. very well packaged no fuss no worries it arrived perfectly as expected..Highly recommend 5 days ago anon ~5/5, 1~2 deals 5/5 Most Professional vendor I have ever dealt with. The price is right, the quality is amazing, and Susna ships faster than the sp 0 days ago anon ~5/5, 1~2 deals 5/5 Extremely fast shipment! 3 days ago anon [0 deals] "," USA ","Worldwide
    ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"GMdWpj","2014-02-23","Heisenbergmontana","(2)Gram Shatter Wax THC- *HeisenbergMontana* $100*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 nice looking shatter, and it got here! will update! Also the freebie weed was amazing! 4 days ago anon ~5/5, 1~2 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JpmnPFgDf","2014-02-23","axa","Axa Blends Free Sample","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Timely Shipping! Great product! FE for quick friendly service! 0 days ago anon [0 deals] 5/5 Wonderful customer service, shipping and product. Would recommend and will use again for any spice needs. 0 days ago anon ~5/5, 1~2 deals 5/5 all good! 1 days ago anon ~5/5, 3~5 deals 5/5 They beat my amazon prime order placed on the same day (seriously). For that alone, 5 stars. Haven't tried to product yet. Smel 2 days ago anon [0 deals] 5/5 Super fast shipping ...fine stealth.. have not tried product yet but looks good.. 2 days ago anon ~5/5, 1~2 deals 5/5 Excellent. Nice blend. Smokes smoothly. Havent tried to push the potency of it compared to just pure chemical cannabinoids. M 3 days ago anon ~5/5, 1~2 deals 5/5 An intriguing new blend 6 days ago anon ~5/5, 3~5 deals 5/5 5/5 Good balanced blend. Shipped extremely quickly. I almost want to take a rating point away because he either refused or didn 1 days ago anon [0 deals] "," USA ","USA
    ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"MWTNYDPAr","2014-02-23","Heisenbergmontana","(3.5)Gram Shatter Wax THC- *HeisenbergMontana* $175*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 10/10 super fire oil. came quick to!! thanks for the hook up. will be back fer sure. 0 days ago anon ~5/5, 1~2 deals 5/5 Great lookin shatter. tastes good. Weight is on point and thanks for the free bud! 3 days ago anon [0 deals] "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"paXzyvVuF","2014-02-23","Heisenbergmontana","(1)Gram Shatter Wax THC- *HeisenbergMontana* $50*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Fine stuff. Vacuum sealed. Thanks! 3 days ago anon ~5/5, 3~5 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"TiVTJjDUgU","2014-02-23","Illegal_Entrepreneur","1g down2earth Blend (5F-UR-144) $1 SAMPLE","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 2/5 Last seen 23 days ago, 4 days still pending. will update 0 days ago anon [0 deals] "," USA ","USA
    ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"bBLkidzWK","2014-02-24","SusnaSmith","1 Gram AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Great service 1 days ago anon ~5/5, 3~5 deals 5/5 FE update: Wow that was insanely fast. 2 days from order to my door. I'll be back for something I'm sure. 2 days ago anon ~5/5, 1~2 deals 5/5 Crazy fast shipping and quality product, I will def be using susna agaian for my synthetic cannibiniods. 3 days ago anon ~5/5, 1~2 deals 5/5 Crazy fast shipping and quality product, I will def be using susna agaian for my synthetic cannibiniods. 3 days ago anon ~5/5, 1~2 deals 5/5 Really fast shipping..will order again for sure.. 3 days ago anon ~5/5, 1~2 deals 5/5 Ok recieved came quick and all but this chem reminds me too much of 5f-ur-144, it has no real sedation and is kind of stimulati 3 days ago anon ~5/5, 3~5 deals 5/5 Perfect fast delivery good Product 4 days ago anon ~5/5, 6~10 deals 5/5 A smooth and pleasant transaction 4 days ago anon ~5/5, 3~5 deals 5/5 Top Notch as always 4 days ago anon ~5/5, 3~5 deals 5/5 Susna is a scholar and a gentleman. In every way a perfect transaction. 0 days ago anon ~5/5, 3~5 deals "," USA ","Worldwide ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CattyCyV","2014-02-24","SusnaSmith","5 Grams AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 1 days ago anon ~5/5, 3~5 deals 5/5 Fast shipping, great product. Best vendor I've dealt with! 2 days ago anon ~5/5, 1~2 deals 5/5 Very fast great product. very well packaged no fuss no worries it arrived perfectly as expected..Highly recommend 0 days ago anon ~5/5, 1~2 deals 5/5 Most Professional vendor I have ever dealt with. The price is right, the quality is amazing, and Susna ships faster than the sp 2 days ago anon ~5/5, 1~2 deals 5/5 Extremely fast shipment! 5 days ago anon [0 deals] "," USA ","Worldwide ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"GMdWpj","2014-02-24","Heisenbergmontana","(2)Gram Shatter Wax THC- *HeisenbergMontana* $100*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 nice looking shatter, and it got here! will update! Also the freebie weed was amazing! 6 days ago anon ~5/5, 1~2 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JpmnPFgDf","2014-02-24","axa","Axa Blends Free Sample","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 fast shipping. great product 0 days ago anon [0 deals] 5/5 1 days ago anon [0 deals] 5/5 Wonderful customer service, shipping and product. Would recommend and will use again for any spice needs. 2 days ago anon ~5/5, 1~2 deals 5/5 all good! 3 days ago anon ~5/5, 3~5 deals 5/5 They beat my amazon prime order placed on the same day (seriously). For that alone, 5 stars. Haven't tried to product yet. Smel 4 days ago anon [0 deals] 5/5 Super fast shipping ...fine stealth.. have not tried product yet but looks good.. 4 days ago anon ~5/5, 1~2 deals 5/5 Excellent. Nice blend. Smokes smoothly. Havent tried to push the potency of it compared to just pure chemical cannabinoids. M 5 days ago anon ~5/5, 1~2 deals 5/5 An intriguing new blend 1 days ago anon ~5/5, 3~5 deals 5/5 5/5 Good balanced blend. Shipped extremely quickly. I almost want to take a rating point away because he either refused or didn 3 days ago anon [0 deals] "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"MWTNYDPAr","2014-02-24","Heisenbergmontana","(3.5)Gram Shatter Wax THC- *HeisenbergMontana* $175*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 10/10 super fire oil. came quick to!! thanks for the hook up. will be back fer sure. 2 days ago anon ~5/5, 1~2 deals 5/5 Great lookin shatter. tastes good. Weight is on point and thanks for the free bud! 5 days ago anon [0 deals] "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"paXzyvVuF","2014-02-24","Heisenbergmontana","(1)Gram Shatter Wax THC- *HeisenbergMontana* $50*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Fine stuff. Vacuum sealed. Thanks! 5 days ago anon ~5/5, 3~5 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"TiVTJjDUgU","2014-02-24","Illegal_Entrepreneur","1g down2earth Blend (5F-UR-144) $1 SAMPLE","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 2/5 Last seen 23 days ago, 4 days still pending. will update 2 days ago anon [0 deals] "," USA ","USA ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"acAcpcgTKe","2014-02-28","Charlie_Bartlett","5$ Dime Bag! 1.0 gram top shelf cannabis weed pot marijuana MMJ JUST 5$ limited time","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Very nice, Funny too! thanks a bunch 3 days ago anon ~5/5, 6~10 deals 5/5 Great stealth, nice product. 5/5 would order again 6 days ago anon [0 deals] 5/5 Great product, fast shipping, and professionally wrapped. A++ 3 days ago anon ~5/5, 3~5 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"bBLkidzWK","2014-02-28","SusnaSmith","1 Gram AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Been out of pocket, got this a few days ago. Great service - always professional and quick! 1 days ago anon ~5/5, 1~2 deals 5/5 Great service 5 days ago anon ~5/5, 3~5 deals 5/5 FE update: Wow that was insanely fast. 2 days from order to my door. I'll be back for something I'm sure. 6 days ago anon ~5/5, 1~2 deals 5/5 Crazy fast shipping and quality product, I will def be using susna agaian for my synthetic cannibiniods. 0 days ago anon ~5/5, 3~5 deals 5/5 Crazy fast shipping and quality product, I will def be using susna agaian for my synthetic cannibiniods. 0 days ago anon ~5/5, 3~5 deals 5/5 Really fast shipping..will order again for sure.. 0 days ago anon ~5/5, 1~2 deals 5/5 Ok recieved came quick and all but this chem reminds me too much of 5f-ur-144, it has no real sedation and is kind of stimulati 0 days ago anon ~5/5, 6~10 deals 5/5 Perfect fast delivery good Product 1 days ago anon ~5/5, 6~10 deals 5/5 A smooth and pleasant transaction 1 days ago anon ~5/5, 3~5 deals 5/5 Top Notch as always 1 days ago anon ~5/5, 3~5 deals 5/5 Susna is a scholar and a gentleman. In every way a perfect transaction. 4 days ago anon ~5/5, 3~5 deals "," USA ","Worldwide ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CattyCyV","2014-02-28","SusnaSmith","5 Grams AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Best Vendor Ever!! AAA+++ 2 days ago anon ~5/5, 1~2 deals 5/5 5 days ago anon ~5/5, 3~5 deals 5/5 Fast shipping, great product. Best vendor I've dealt with! 6 days ago anon ~5/5, 1~2 deals 5/5 Very fast great product. very well packaged no fuss no worries it arrived perfectly as expected..Highly recommend 4 days ago anon ~5/5, 1~2 deals 5/5 Most Professional vendor I have ever dealt with. The price is right, the quality is amazing, and Susna ships faster than the sp 5 days ago anon ~5/5, 1~2 deals 5/5 Extremely fast shipment! 2 days ago anon ~5/5, 1~2 deals "," USA ","Worldwide ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"GMdWpj","2014-02-28","Heisenbergmontana","(2)Gram Shatter Wax THC- *HeisenbergMontana* $100*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 nice looking shatter, and it got here! will update! Also the freebie weed was amazing! 3 days ago anon ~5/5, 1~2 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JpmnPFgDf","2014-02-28","axa","Axa Blends Free Sample","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 I usually don't do noids, but the pine blend is real subtle. I like it for it is real mellow and not overbearing. Axa is the ma 3 days ago anon ~5/5, 1~2 deals 5/5 Excellent Blends, potent and smooth. Will be ordering again in the future. A++++ 3 days ago anon ~5/5, 1~2 deals 5/5 fast shipping. great product 4 days ago anon [0 deals] 5/5 5 days ago anon [0 deals] 5/5 Wonderful customer service, shipping and product. Would recommend and will use again for any spice needs. 6 days ago anon ~5/5, 1~2 deals 5/5 all good! 0 days ago anon ~5/5, 3~5 deals 5/5 They beat my amazon prime order placed on the same day (seriously). For that alone, 5 stars. Haven't tried to product yet. Smel 1 days ago anon [0 deals] 5/5 Super fast shipping ...fine stealth.. have not tried product yet but looks good.. 1 days ago anon ~5/5, 1~2 deals 5/5 Excellent. Nice blend. Smokes smoothly. Havent tried to push the potency of it compared to just pure chemical cannabinoids. M 2 days ago anon ~5/5, 1~2 deals 5/5 An intriguing new blend 5 days ago anon ~5/5, 3~5 deals 5/5 5/5 Good balanced blend. Shipped extremely quickly. I almost want to take a rating point away because he either refused or didn 0 days ago anon [0 deals] "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"MWTNYDPAr","2014-02-28","Heisenbergmontana","(3.5)Gram Shatter Wax THC- *HeisenbergMontana* $175*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 10/10 super fire oil. came quick to!! thanks for the hook up. will be back fer sure. 6 days ago anon ~5/5, 1~2 deals 5/5 Great lookin shatter. tastes good. Weight is on point and thanks for the free bud! 2 days ago anon [0 deals] "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"MxEuSzevh","2014-02-28","Charlie_Bartlett","15$ Dime Bag! 1.0 gram top shelf cannabis weed pot marijuana MMJ JUST 15$ limited time","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Honestly could not be any more happier with this seller right here. He communication is awesome. I bet he had not have had any 0 days ago anon ~5/5, 1~2 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"paXzyvVuF","2014-02-28","Heisenbergmontana","(1)Gram Shatter Wax THC- *HeisenbergMontana* $50*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Fine stuff. Vacuum sealed. Thanks! 2 days ago anon ~5/5, 3~5 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"TiVTJjDUgU","2014-02-28","Illegal_Entrepreneur","1g down2earth Blend (5F-UR-144) $1 SAMPLE","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 2/5 Last seen 23 days ago, 4 days still pending. will update 6 days ago anon [0 deals] "," USA ","USA ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"wfJfwaCTeP","2014-02-28","axa","Axa Blends Herbal Incense Sampler","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 arrived fast, and the stealth was impressive. So far i've tried the mango, and it is amazing. 3 days ago anon [0 deals] "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"ZZCnxaLxy","2014-02-28","Charlie_Bartlett","5$ Dime Bag! 1.0 gram top shelf cannabis weed pot marijuana MMJ JUST 5$ limited time","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Not a big pot smoker, but this was honestly the strongest weed I've had in my life. Vendor was helpful and professional. 3 days ago anon ~5/5, 3~5 deals 5/5 Arrived pretty quickly. Haven't tried it yet. Looks alright for the price. 3 days ago anon ~5/5, 6~10 deals 5/5 Great product, fast shipping, and professionally wrapped. A++ 2 days ago anon ~5/5, 3~5 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"acAcpcgTKe","2014-03-01","Charlie_Bartlett","5$ Dime Bag! 1.0 gram top shelf cannabis weed pot marijuana MMJ JUST 5$ limited time","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Very nice, Funny too! thanks a bunch 4 days ago anon ~5/5, 6~10 deals 5/5 Great stealth, nice product. 5/5 would order again 0 days ago anon [0 deals] 5/5 Great product, fast shipping, and professionally wrapped. A++ 4 days ago anon ~5/5, 3~5 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"bBLkidzWK","2014-03-01","SusnaSmith","1 Gram AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Been out of pocket, got this a few days ago. Great service - always professional and quick! 2 days ago anon ~5/5, 1~2 deals 5/5 Great service 6 days ago anon ~5/5, 3~5 deals 5/5 FE update: Wow that was insanely fast. 2 days from order to my door. I'll be back for something I'm sure. 0 days ago anon ~5/5, 1~2 deals 5/5 Crazy fast shipping and quality product, I will def be using susna agaian for my synthetic cannibiniods. 1 days ago anon ~5/5, 3~5 deals 5/5 Crazy fast shipping and quality product, I will def be using susna agaian for my synthetic cannibiniods. 1 days ago anon ~5/5, 3~5 deals 5/5 Really fast shipping..will order again for sure.. 1 days ago anon ~5/5, 1~2 deals 5/5 Ok recieved came quick and all but this chem reminds me too much of 5f-ur-144, it has no real sedation and is kind of stimulati 1 days ago anon ~5/5, 6~10 deals 5/5 Perfect fast delivery good Product 2 days ago anon ~5/5, 6~10 deals 5/5 A smooth and pleasant transaction 2 days ago anon ~5/5, 3~5 deals 5/5 Top Notch as always 2 days ago anon ~5/5, 3~5 deals 5/5 Susna is a scholar and a gentleman. In every way a perfect transaction. 5 days ago anon ~5/5, 3~5 deals "," USA ","Worldwide ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CattyCyV","2014-03-01","SusnaSmith","5 Grams AM-2201","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Best Vendor Ever!! AAA+++ 3 days ago anon ~5/5, 1~2 deals 5/5 6 days ago anon ~5/5, 3~5 deals 5/5 Fast shipping, great product. Best vendor I've dealt with! 0 days ago anon ~5/5, 1~2 deals 5/5 Very fast great product. very well packaged no fuss no worries it arrived perfectly as expected..Highly recommend 5 days ago anon ~5/5, 1~2 deals 5/5 Most Professional vendor I have ever dealt with. The price is right, the quality is amazing, and Susna ships faster than the sp 6 days ago anon ~5/5, 1~2 deals 5/5 Extremely fast shipment! 3 days ago anon ~5/5, 1~2 deals "," USA ","Worldwide ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"GMdWpj","2014-03-01","Heisenbergmontana","(2)Gram Shatter Wax THC- *HeisenbergMontana* $100*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 nice looking shatter, and it got here! will update! Also the freebie weed was amazing! 4 days ago anon ~5/5, 1~2 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JpmnPFgDf","2014-03-01","axa","Axa Blends Free Sample","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 I usually don't do noids, but the pine blend is real subtle. I like it for it is real mellow and not overbearing. Axa is the ma 4 days ago anon ~5/5, 1~2 deals 5/5 Excellent Blends, potent and smooth. Will be ordering again in the future. A++++ 4 days ago anon ~5/5, 1~2 deals 5/5 fast shipping. great product 4 days ago anon [0 deals] 5/5 6 days ago anon [0 deals] 5/5 Wonderful customer service, shipping and product. Would recommend and will use again for any spice needs. 0 days ago anon ~5/5, 1~2 deals 5/5 all good! 1 days ago anon ~5/5, 3~5 deals 5/5 They beat my amazon prime order placed on the same day (seriously). For that alone, 5 stars. Haven't tried to product yet. Smel 2 days ago anon [0 deals] 5/5 Super fast shipping ...fine stealth.. have not tried product yet but looks good.. 2 days ago anon ~5/5, 1~2 deals 5/5 Excellent. Nice blend. Smokes smoothly. Havent tried to push the potency of it compared to just pure chemical cannabinoids. M 2 days ago anon ~5/5, 1~2 deals 5/5 An intriguing new blend 6 days ago anon ~5/5, 3~5 deals 5/5 5/5 Good balanced blend. Shipped extremely quickly. I almost want to take a rating point away because he either refused or didn 1 days ago anon [0 deals] "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"MWTNYDPAr","2014-03-01","Heisenbergmontana","(3.5)Gram Shatter Wax THC- *HeisenbergMontana* $175*","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 10/10 super fire oil. came quick to!! thanks for the hook up. will be back fer sure. 0 days ago anon ~5/5, 1~2 deals 5/5 Great lookin shatter. tastes good. Weight is on point and thanks for the free bud! 3 days ago anon [0 deals] "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"MxEuSzevh","2014-03-01","Charlie_Bartlett","15$ Dime Bag! 1.0 gram top shelf cannabis weed pot marijuana MMJ JUST 15$ limited time","[1.00e-07,1.49e+00)","Drugs","Cannabis","Synthetics"," Feedbacks: 5/5 Honestly could not be any more happier with this seller right here. He communication is awesome. I bet he had not have had any 1 days ago anon ~5/5, 1~2 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
