"list","date","vendor","product","price","cat","subcat","subsubcat","feedback","from","to","goodFB","greatFB","okFB","poorFB","badFB","worstFB"
"eulVnxYLpc","2014-05-03","medibuds","Bhang Bar Pretzel Peanut Butter Double Strength","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 I keep coming back to medibuds. I barely even browse anymore unless I'm looking for something specific. Medibuds is always my g 5 days ago anon ~5/5, 3~5 deals 5/5 Do not be fooled by the taste, this edible is EXTREMELY potent! Ate half and I was uncomfortably high 4 days ago anon ~5/5, 6~10 deals 5/5 Great stealth and fast shipping product looks promising. Fast communication also 6 days ago anon [0 deals] 5/5 A+, super fast shipping, great stealth, great product! Thanks! :-) 0 days ago anon ~5/5, 1~2 deals 5/5 Medi is the best 1 days ago anon ~5/5, 3~5 deals 5/5 2 days ago anon [0 deals] 5/5 Fast shipping and good stealth. Can't wait to try it out. Returning soon. 4 days ago anon ~5/5, 3~5 deals 5/5 Great shipping time. amazing product. A+ vendor 5 days ago anon ~5/5, 6~10 deals 5/5 excellent vendor 0 days ago anon [0 deals] 5/5 Super fast, much appreciated! 1 days ago anon ~5/5, 1~2 deals 5/5 Very tasty! 6 days ago anon ~5/5, 6~10 deals 5/5 They must have shipped it as soon as I placed the order. Amazing in every way. Thank you! 6/5 1 days ago anon ~5/5, 1~2 deals 5/5 Do not eat an entire bar, it's small enough and tasty but packs a huge punch. I was waiting for it to rock me but even with hig 2 days ago anon ~5/5, 1~2 deals 5/5 great! 4 days ago anon ~0/5, 1~2 deals 5/5 Medibuds is the best and fast shipping fe without fear 1 days ago anon ~5/5, 1~2 deals 5/5 can't say enough good things about medibuds. favorite vendor on here, BMR, SR, SMP, SR2.0, anywhere. A more honest salesman tha 1 days ago anon ~5/5, 3~5 deals 5/5 Good communication. Quick delivery. Great product! 0 days ago anon ~5/5, 6~10 deals 5/5 Awesome. Quick Shipping. 4 days ago anon ~5/5, 1~2 deals 5/5 4 days ago anon ~5/5, 1~2 deals 5/5 Order came right on time and product is great. 2 days ago anon ~5/5, 6~10 deals "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"FedaSRz","2014-05-03","medibuds","Bhang Bar Toffee Double Strength","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 delicious toffee! love the sea salt. 1 days ago anon ~5/5, 1~2 deals 5/5 Awesome stuff! Quick shipping too 4 days ago anon [0 deals] 5/5 Slightly melted but medibuds can't control nature. I'll just throw it in the freezer for a bit. 0 days ago anon ~5/5, 3~5 deals 5/5 Fantastic transaction. Thank you. 4 days ago anon 5.00/5, 10~15 deals 5/5 super professional and very prompt. great product 5 days ago anon ~5/5, 6~10 deals 5/5 FE. Shipped right away. Good Product. 3 days ago anon ~5/5, 1~2 deals 5/5 5/5 There was a minor error but that was fixed asap. Good communication when needed. Recommended vendor. 6 days ago anon ~5/5, 6~10 deals 5/5 incredible! 4 days ago anon ~0/5, 1~2 deals 5/5 Good shipping and stealth, but the edible did almost nothing for me-maybe it's just me and not the product 1 days ago anon [0 deals] 5/5 A+ Will use again! 0 days ago anon [0 deals] 5/5 Shipping 10 / 5 - Ultra fast 2 days order to door Product 5/5 - Tastes great, nice buzz already from just the suggested starti 1 days ago anon 5.00/5, 6~10 deals 5/5 Super quick shiipping 4 days ago anon ~5/5, 1~2 deals "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"FmJhikl","2014-05-03","Angelina","Angelina's Daze - Mix of Fruity Flavors - 50x","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 No way these are 90+ mg of THC, but for the weekend user they'll do the job for 5-6 hours (90mg of cheeba chew would put me dow 0 days ago anon ~5/5, 1~2 deals 5/5 Took a long time but it got here, the suckers are great and the packing was wonderful, Will order again 2 days ago anon ~5/5, 6~10 deals 5/5 5 days ago anon [0 deals] 5/5 FE 0 days ago anon ~5/5, 6~10 deals 5/5 FE as requested, trusted vendor A++++ 0 days ago anon [0 deals] 5/5 great stealth fast shipping will be ordering again :) 2 days ago anon ~5/5, 1~2 deals 5/5 Agnelina is the best. Always outstanding product at a great price. Very fast shipping. 2 days ago anon ~5/5, 3~5 deals 5/5 Great! 0 days ago anon ~5/5, 1~2 deals 5/5 FE'd for trusted, professional vendor(Although I was not asked.) Best edibles available, PERIOD. 3 days ago anon ~5/5, 6~10 deals 5/5 FE'd, Great shipping Great product!! 5 days ago anon ~5/5, 1~2 deals 5/5 Excellent stealth, shipping speed and product! Will return. 6 days ago anon [0 deals] 5/5 It's always a pleasure working with Angelina. Very quick shipping, and the suckers are fantastic. I highly recommend her! 6 days ago anon ~5/5, 1~2 deals 5/5 Great vender, fast shipping. 0 days ago anon [0 deals] 5/5 Angelina is the best. Wherever she goes, I'll follow! 0 days ago anon [0 deals] 5/5 Excellent as usual in every aspect. Thank you! 0 days ago anon ~5/5, 3~5 deals 5/5 FE for trusted vendor.....I love you Angelina...lemme count the waysss..... 3 days ago anon 5.00/5, 15~25 deals 5/5 I just want to sing her graces! OMG these pops are the best, cheepest well made treatz! 1 is stronnggggg! 3 days ago anon 5.00/5, 15~25 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"ihSqaX","2014-05-03","Charlie_Bartlett","Cheeba Chews - Quad Dose  | Gluten and Peanut FREE | Best Edible EVER High Times CC Winner 3 years","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Good communication with vendor. Excellent speed, stealth and product. 2 days ago anon ~5/5, 1~2 deals "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JbvxZrmA","2014-05-03","Charlie_Bartlett","SALE - CHEEBA CHEW DECA DOSE CHOCOLATE TAFFY 175MG PURE THC MEDICAL MARIJUANA EDIBLE -SALE","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Fantastic and dependable vendor. Kudos. 0 days ago anon ~5/5, 1~2 deals 5/5 Excellent all the way around! 3 days ago anon ~5/5, 1~2 deals "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JgdUTga","2014-05-03","coasttocoast","10-ct THCookies - - FRESHLY BAKED - - ALWAYS POTENT","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Fast, tasty, and strong. Received three days after ordering with efficient packaging and could not smell the cookies until open 3 days ago anon [0 deals] 5/5 Excellent service. Very tasty and effective product. Love these cookies! 3 days ago anon ~5/5, 1~2 deals 5/5 FAST delivery. Good stealth. Very tasty. 0 days ago anon ~5/5, 1~2 deals 5/5 5/5/5 Everything good. 0 days ago anon ~5/5, 1~2 deals 5/5 GREAT! 4 days ago anon ~5/5, 3~5 deals 5/5 Arrived fine 6 days ago anon ~5/5, 6~10 deals 5/5 These cookies are really really powerful. Be careful when eating more then 2 as you may get too high to do anything. 5/5 stars. 3 days ago anon ~5/5, 6~10 deals 5/5 FE for trusted vendor 3 days ago anon ~5/5, 3~5 deals 5/5 Fast shipping, good cookies! Will order again. 0 days ago anon [0 deals] 4/5 Very fast, with great shipping, but disappointed with the potency. Still good regardless. 1 days ago anon [0 deals] "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"kladEen","2014-05-03","RosesGarden","Hash Gummies! (X64)","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Super fast shipping. All good. 4 days ago anon ~5/5, 1~2 deals 5/5 Ordered 64 gummies, RG sent 72! Continues to be a wonderful vendor and I will be back again. 6 days ago anon ~5/5, 1~2 deals 5/5 0 days ago anon ~5/5, 6~10 deals 5/5 4 days ago anon ~5/5, 3~5 deals 5/5 Fast service and GREAT packaging. Tasty. Would be very easy to eat too many of these! Will be back. 3 days ago anon ~5/5, 1~2 deals 5/5 FE'd looks like a good deal, thanks 0 days ago anon ~5/5, 6~10 deals 5/5 4 days ago anon ~0/5, 1~2 deals 5/5 Excelent. Best tasting edible I've found, nice and strong, too! 5 days ago anon ~5/5, 1~2 deals 5/5 Absolutely brilliant edibles. The Gummy edible is potent regarding its size. They also taste quite palatable. I am very happy w 3 days ago anon [0 deals] "," USA ","Worldwide ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"KPVUtYyJ","2014-05-03","Angelina","Angelina's Daze - Buttterscoth Gems THC Infused 1x","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 5/5/5 Fast, all good. Perfecto!!! 0 days ago anon ~5/5, 1~2 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"LCBRKYCW","2014-05-03","RosesGarden","Hash Gummies!","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Super fast delivery, great taste, poor communication. But RG made up for it with extra gummies. Thanks RG!! 0 days ago anon ~5/5, 1~2 deals 5/5 Great edibles and strong too. 3 days ago anon ~5/5, 3~5 deals 5/5 Amazing product! Very fast shipping and discreet, great vendor! 0 days ago anon ~5/5, 3~5 deals 5/5 Good product & stealth, took 4 for a good high with low tolerance, ordered 8 and got 10 1 days ago anon [0 deals] 5/5 4 days ago anon [0 deals] 5/5 Like usual RosesGarden goes the extra mile! Since SR1 this vendor hasnt disappointed! High quality, decent stealth and even som 5 days ago anon [0 deals] 5/5 0 days ago anon [0 deals] 5/5 Great timing! I've been gone for 7 days and he hasn't said a word! 0 days ago anon 5.00/5, 10~15 deals 5/5 Brilliant stealth and sweets 4 days ago anon [0 deals] 5/5 Great vendor as always. Excellent stealth, yummy gummies. Potent for the price and size, too! These are a must-try edible. 6 days ago anon 5.00/5, 6~10 deals 5/5 Successful order. Vender made a small mistake but made up for it with extra... A++++. Will be back. Today. 5 days ago anon ~5/5, 6~10 deals 5/5 Great product! Took 5 gummies and had the best high I've ever had. It was a slow rise and a slow fall, perfecto *** 5 days ago anon ~5/5, 6~10 deals 5/5 Great as always from RG. Highly recommended. 3 days ago anon [0 deals] 5/5 4 days ago anon 5.00/5, 6~10 deals 5/5 Shipped fast, good packaging. Made really well and rather tasty. Excellent potency for the price! 4 days ago anon 5.00/5, 6~10 deals 5/5 Fast shipping! good stealth!! 2 more than I ordered so AWESOME! 4 days ago anon ~5/5, 1~2 deals 5/5 very fast nice stealth no complaints :) 0 days ago anon ~0/5, 1~2 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"lfRMMvnmBf","2014-05-03","Lion","Incredibles Blueberry Bar, 100mg THC","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 5/5 all day long 3 days ago anon ~5/5, 6~10 deals 5/5 1 days ago anon ~5/5, 3~5 deals 3/5 little pricey, but taste great and smells amazing. I have a high tolerance, so not much effect, but i expected that. Would rate 2 days ago anon ~5/5, 6~10 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"LrTGRvLG","2014-05-03","Lion","Incredibles Peanut Buddha Bar, 200mg THC!","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 F.E'd. Please be patient as Lion is likely very busy. My order took a week to ship but it did get here and is absolutely amazin 1 days ago anon ~5/5, 1~2 deals 5/5 thnks! all came through fast and perfect tasting product! 3 days ago anon ~5/5, 3~5 deals 5/5 WONDERFUL! Trusted with FE! Lion had them here within 3 days of the order! GREAT VENDOR 6 days ago anon 5.00/5, 15~25 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"MEqDNdzg","2014-05-03","Angelina","Angelina's Daze - Lemon-Aide Suckers 25x","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Sent extra, and it shipped fast. No complaints whatsoever. 2 days ago anon ~5/5, 3~5 deals 5/5 Damn. I'm a weed virgin, but these. Damn. Just a third made me BAKED. (I have zero tolerance though). 5 days ago anon 4.96/5, 100~150 deals 5/5 thanks 6 days ago anon [0 deals] 5/5 FE as required 1 days ago anon [0 deals] 5/5 3 days ago anon ~5/5, 1~2 deals 5/5 Shipping was a bit longer than normal but the awesome sale more than made up for it. Angelina rules! 4 days ago anon ~5/5, 3~5 deals 5/5 Very fast. Good stealth. Nice product. Will buy again. 6 days ago anon ~5/5, 1~2 deals 5/5 Best vendor, best edibles, best prices! Is it christmas already!? 6 days ago anon ~5/5, 6~10 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"pdWKsYeVM","2014-05-03","Bake-My-Day","CUSTOM ORDER emperor886","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Order for cookies..they are fkin amazing. Will be back for sure! 0 days ago anon [0 deals] "," Canada ","Canada ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"tjpUXjz","2014-05-03","Bake-My-Day","Double Chocolate THC Cookies Bakers Dozen (13 Cookies) ALWAYS FREE SHIPPING","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 5/5 fast shipping, good stealth, always top quality, Thanks! 2 days ago anon ~0/5, 3~5 deals 5/5 Such shipping, very taste, many cookies, wow will buy again 2 days ago anon ~0/5, 1~2 deals 5/5 Ordered on Monday, arrived on Friday. I'm on the most easterly part of the country.. Great vendor. 0 days ago anon ~5/5, 1~2 deals 5/5 I'll never go back to smoking. These edibles are healthier. more powerful, and last longer. 1 days ago anon ~0/5, 1~2 deals 5/5 FE for a trusted, top-notch vendor + their kickass cookies 4 days ago anon [0 deals] "," Canada ","Canada ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Tkvdavize","2014-05-03","WeedSamaritan","4 x Weed Brownies","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Great! 3 days ago anon ~5/5, 3~5 deals "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"ToyWJxyPJ","2014-05-03","Angelina","Angelina's Daze - Mix of Fruity Flavors - 100x","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Peace and love here always! with extras, my favorite! 10/5 4 days ago anon ~5/5, 1~2 deals 5/5 Very pleased with transaction; will be back for more in larger bulk. Even had a couple extra and very few broken for such a fra 1 days ago anon [0 deals] "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"xKeUqpfSY","2014-05-03","Lion","Dabba 100mg, Indica","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 5/5 for all aspects of transaction. order with confidence. 3 days ago anon ~5/5, 1~2 deals 5/5 great seller very fast shipping 5 days ago anon ~5/5, 6~10 deals 5/5 Stealthy, quick and exactly as promised. Thank you for your integrity!! 4 days ago anon ~5/5, 3~5 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"XveZGLAno","2014-05-03","RosesGarden","Hash Gummies! (X32)","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 powerful and tasty, 5/5 for everything, will be back. 0 days ago anon ~5/5, 1~2 deals 5/5 Perfect as always! Thanks for the delicious gummies. 5 days ago anon ~5/5, 3~5 deals 5/5 Order came quickly and discretely. Very happy with response. 6 days ago anon [0 deals] 5/5 Great stealth, great speed, quality product. 7/5 1 days ago anon [0 deals] 5/5 Very nice product, potent, would order again. 3 days ago anon ~5/5, 1~2 deals 5/5 Fast shipping, even received an additional gummy! Great product as always; glad to have you back RG. 0 days ago anon ~5/5, 1~2 deals 5/5 This is the same RG as on SR 1 and 2... high quality products at a good price at first i thought mabye this is a scammer search 0 days ago anon [0 deals] 5/5 Great vender, fast shipping 0 days ago anon [0 deals] 5/5 I feel like they weren't that potent and ate ~36 (was sent extra which was pretty cool) over three days. I was feeling it but 3 days ago anon ~5/5, 1~2 deals 5/5 Fast shipping, great stealth, perfect order 0 days ago anon [0 deals] "," USA ","Worldwide ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"YLCPhaeF","2014-05-03","coloradocannabis","Marbled Squares - THC Infused Edible - Free Shipping","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Yummy. CC sent me an extra square because there was a slight delay in getting the shipment out...Thanks! 0 days ago anon [0 deals] "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"YZUkMudpf","2014-05-03","Charlie_Bartlett","custom\ qxbtz","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Friendly vendor, shipped fast. Super-helpful finding items for a custom order, and took care of a minor problem with no hassle! 2 days ago anon 5.00/5, 6~10 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Zuxgphd","2014-05-03","babykale420","Chocolate Chip Chai Tea Cannabis infused Banana Bread 1 Slice","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 delicious! 1 days ago anon ~5/5, 1~2 deals 5/5 great stealth. Just had a lil bit. Delicious. Thanks kid. 1 days ago anon ~5/5, 1~2 deals 5/5 Quick shipping and great service. Tastes incredible and very strong. Definitely coming back for more. 3 days ago anon ~5/5, 3~5 deals 5/5 Absolutely PHENOMENAL! Smells like a Chai Latte and taste like a dream. My wife has a weed allergy and loves everything babykal 6 days ago anon ~5/5, 6~10 deals 4/5 Really wanted chai bread but the brownie was amazing. My wife is raving above it. A little goes a long way. 4 days ago anon ~5/5, 6~10 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"FmJhikl","2014-05-05","Angelina","Angelina's Daze - Mix of Fruity Flavors - 50x","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 No way these are 90+ mg of THC, but for the weekend user they'll do the job for 5-6 hours (90mg of cheeba chew would put me dow 2 days ago anon ~5/5, 1~2 deals 5/5 Took a long time but it got here, the suckers are great and the packing was wonderful, Will order again 4 days ago anon ~5/5, 6~10 deals 5/5 0 days ago anon [0 deals] 5/5 FE 2 days ago anon ~5/5, 6~10 deals 5/5 FE as requested, trusted vendor A++++ 2 days ago anon [0 deals] 5/5 great stealth fast shipping will be ordering again :) 4 days ago anon ~5/5, 1~2 deals 5/5 Agnelina is the best. Always outstanding product at a great price. Very fast shipping. 4 days ago anon ~5/5, 3~5 deals 5/5 Great! 2 days ago anon ~5/5, 1~2 deals 5/5 FE'd for trusted, professional vendor(Although I was not asked.) Best edibles available, PERIOD. 5 days ago anon ~5/5, 6~10 deals 5/5 FE'd, Great shipping Great product!! 0 days ago anon ~5/5, 1~2 deals 5/5 Excellent stealth, shipping speed and product! Will return. 0 days ago anon [0 deals] 5/5 It's always a pleasure working with Angelina. Very quick shipping, and the suckers are fantastic. I highly recommend her! 1 days ago anon ~5/5, 1~2 deals 5/5 Great vender, fast shipping. 2 days ago anon [0 deals] 5/5 Angelina is the best. Wherever she goes, I'll follow! 2 days ago anon [0 deals] 5/5 Excellent as usual in every aspect. Thank you! 2 days ago anon ~5/5, 3~5 deals 5/5 FE for trusted vendor.....I love you Angelina...lemme count the waysss..... 5 days ago anon 5.00/5, 15~25 deals 5/5 I just want to sing her graces! OMG these pops are the best, cheepest well made treatz! 1 is stronnggggg! 5 days ago anon 5.00/5, 15~25 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"AlWGefGkL","2014-05-06","RosesGarden","QUAD DOSE C&C Bars!","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Wow great, thanks bruh. FE 1 days ago anon ~0/5, 1~2 deals 5/5 FE for super trusted vendor. Can't wait!!! 3 days ago anon ~0/5, 1~2 deals 5/5 Thanks rose! 0 days ago anon ~0/5, 1~2 deals 5/5 Great shipping, will report back on quality! 4 days ago anon [0 deals] 5/5 Great product & stealth, took 1/2 to 2/3 for a good high with low tolerance 5 days ago anon ~5/5, 1~2 deals 5/5 FE 1 days ago anon [0 deals] 5/5 Psyched to try these 6 days ago anon ~5/5, 1~2 deals 5/5 5/5 in all aspects of vending. Product is tasty and VERY strong! 1 days ago anon ~5/5, 6~10 deals 5/5 I just love this vendor. The brownie is slightly less than i imagined but it tastes delicious AND potent. I cannot stress this 0 days ago anon [0 deals] 5/5 Amazing vendor with a great product at a great price. Will be back. 0 days ago anon ~5/5, 1~2 deals 2/5 Ate a Brownie and 3 candies and me and another didn't feel much. Fast shipping though. 2 days ago anon ~5/5, 6~10 deals 5/5 the best edibles, shipping and stealth anywhere. A+ vendor, i will always love RG. 6 days ago anon ~5/5, 1~2 deals 5/5 Great edibles as always! 6 days ago anon ~5/5, 1~2 deals 5/5 reasonable shipping speed, good stealth, the bars were a little smaller than expected but delicious and more than do the trick 0 days ago anon ~5/5, 1~2 deals 5/5 Delicious and potent. Definitely worth every penny. Not much better. 5/5, thanks Rose! 5 days ago anon ~5/5, 1~2 deals 5/5 Awesome edible!! I'm an everyday smoker and I ate an entire bar and it felt pretty good. Tasted even better! 1 days ago anon ~4/5, 3~5 deals 5/5 Really tasty and one of the best """"""""pot brownies"""""""" I've ever had, but wasn't much stronger than the Cannapop. Still great, though! 3 days ago anon 5.00/5, 6~10 deals 5/5 All good. FE'd so he would get his coins, and he got it to me. Packaging is pretty good. 2 days ago anon ~5/5, 1~2 deals 5/5 Great stealth and shipping, have yet to try product but I am very excited 3 days ago anon ~5/5, 3~5 deals 5/5 Fast shipping. THESE ARE NO JOKE. Wow. I believe that review about going to the ER. Great stuff. 1 days ago anon ~5/5, 1~2 deals "," USA ","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"aPqlDBEU","2014-05-06","medibuds","Bhang Bar Cookies and Cream Triple Strength","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Ordered Friday, received Monday. Good stealth and product is legit. 1 days ago anon ~0/5, 1~2 deals 5/5 FE for A+ vendor 4 days ago anon ~5/5, 6~10 deals 5/5 good man great products and stealth 10/5 5 days ago anon 5.00/5, 15~25 deals 5/5 All good! 1 days ago anon ~0/5, 3~5 deals 5/5 Thank you my good sir 2 days ago anon [0 deals] 5/5 Timely shipment and great service. Will definitely buy again. 3 days ago anon ~5/5, 1~2 deals 5/5 Awesome taste! These are strong and start working for me with in 30 minutes on an empty stomach. Normally 1/2 of one bar does 0 days ago anon [0 deals] 5/5 i'm high 1 days ago anon ~5/5, 1~2 deals 5/5 LISTEN TO THE FUCKING WARNING ^ A+ shit tripped out of my fucking mind last night again LISTEN TO THE FUCKING WARNING and 1 days ago anon ~0/5, 1~2 deals 5/5 3 days ago anon ~5/5, 3~5 deals 5/5 Always reliable and good quality, thank you! 4 days ago anon ~5/5, 3~5 deals 5/5 The real deal. Ate half, and it's very potent! Tastes GREAT! 6 days ago anon ~5/5, 3~5 deals 5/5 Super fast. Quality. Will order again. 3 days ago anon ~5/5, 1~2 deals 5/5 Quick shipping as always A++ experience yet again 4 days ago anon ~5/5, 3~5 deals 5/5 Good shipping time. Stealth was adequate for product. Would do business again! 2 days ago anon ~5/5, 1~2 deals 5/5 these bars are the shit. heavy stoner ate 1 whole section and i was chillen hard af. very satisfying high. 2 days ago anon ~5/5, 1~2 deals 5/5 Extremely fast, discreet shipping. A+ Vendor. 3 days ago anon 5.00/5, 6~10 deals 5/5 Some delay due to Agora nonsense but received safely. Thank you. Medibuds is honest and always resolves problems if you are pat 3 days ago anon ~5/5, 3~5 deals 5/5 4 days ago anon ~5/5, 1~2 deals 5/5 awesome awesome awesome........ 5 days ago anon ~5/5, 6~10 deals "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"cqFqLtvPg","2014-05-06","ConcentratesKing","Pure CBD cheeba chews","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Fast shipping, great communication, product as described & great stealth. Legit vendor. 1 days ago anon ~0/5, 1~2 deals 5/5 Friendly vendor; very helpful with my questions. Shipped quickly and product as expected. Will be back if these work for me! 4 days ago anon 5.00/5, 6~10 deals 5/5 Fast Shipping, Came in 2 Days! Authentic Product, A+ Tank You! :) 5 days ago anon ~5/5, 1~2 deals 5/5 5 days ago anon ~5/5, 1~2 deals "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"eMtrFjdGfu","2014-05-06","medibuds","Bhang Bar Peppermint Ice Triple Strength","[1.00e-07,1.49e+00)","Drugs","Cannabis","Edibles"," Feedbacks: 5/5 Top Notch Seller! 1 days ago anon ~5/5, 3~5 deals 5/5 Excellent. 3 days ago anon ~5/5, 3~5 deals 5/5 Quick shipping, good stealth. 5/5 5 days ago anon ~0/5, 1~2 deals 5/5 A1 from day 1 0 days ago anon ~5/5, 6~10 deals 5/5 Very good vendor on any market 1 days ago anon ~0/5, 1~2 deals 5/5 2 days ago anon ~5/5, 3~5 deals 5/5 Excellent Vendor 5 days ago anon ~5/5, 3~5 deals 5/5 Good stealth and product as advertised. I am and will continue to be a repeat customer. 0 days ago anon ~5/5, 3~5 deals 5/5 Always Good 1 days ago anon ~0/5, 1~2 deals 5/5 1 days ago anon [0 deals] 5/5 great vendor 6 days ago anon ~5/5, 3~5 deals 5/5 Speedy order fulfillment, shipping and fast delivery. Thanks again! 0 days ago anon ~5/5, 1~2 deals 5/5 This is my second order with Medibuds and again it went perfectly smooth. Can't go wrong with Medibuds! I'll be back! 1 days ago anon [0 deals] 5/5 3 days ago anon ~5/5, 3~5 deals 5/5 Shipping time was fast (two days) and communication was great. 4 days ago anon ~5/5, 3~5 deals 5/5 FE for excellent vendor 0 days ago anon ~5/5, 3~5 deals 5/5 Fantastic transaction. Thank you. 1 days ago anon 5.00/5, 10~15 deals 5/5 impossible to find things like this here, very appreciated, fast shipping, triple is great 4 days ago anon ~5/5, 3~5 deals 5/5 Strong and delicious! I've bought from this guy since SR1 and don't plan on going to anybody else. 5 days ago anon ~5/5, 3~5 deals 5/5 HOLLY SHIT FAST Order Sat - arrived Mon - Cant ask for any better Highly Recommend. 5 days ago anon ~5/5, 1~2 deals "," USA ","USA ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
