Date,Price,Open,High,Low,Vol,Change
2015-10-02,45.54,45.07,45.81,43.97,420.74K,1.79%
2015-10-01,44.74,45.38,47.1,44.63,478.98K,-0.78%
2015-09-30,45.09,44.92,45.85,44.68,355.85K,-0.31%
2015-09-29,45.23,44.5,45.7,44.3,265.18K,1.80%
2015-09-28,44.43,45.38,45.5,44.3,273.91K,-2.78%
2015-09-25,45.7,45.05,46.38,44.86,338.62K,1.76%
2015-09-24,44.91,44.62,45.18,43.71,371.98K,0.97%
2015-09-23,44.48,46.54,47.15,44.41,411.96K,-2.95%
2015-09-22,45.83,46.45,46.48,45.14,29.99K,-1.82%
2015-09-21,46.68,44.97,46.74,44.69,104.53K,4.48%
2015-09-18,44.68,46.89,47.03,44.24,211.30K,-4.73%
2015-09-17,46.9,47.13,47.71,46.33,366.39K,-0.53%
2015-09-16,47.15,45.16,47.35,44.82,421.98K,5.74%
2015-09-15,44.59,44.11,45.25,43.92,335.95K,1.34%
2015-09-14,44,44.78,44.97,43.59,326.27K,-1.41%
2015-09-11,44.63,45.71,45.88,44.16,395.84K,-2.81%
2015-09-10,45.92,44.16,46.04,43.36,498.99K,4.01%
2015-09-09,44.15,45.79,46.26,44.05,422.74K,-3.90%
2015-09-08,45.94,45.82,46.41,44.14,508.82K,2.77%
2015-09-07,44.7,45.72,45.92,44.15,-,-2.23%
2015-09-06,45.72,45.72,45.87,45.61,-,-0.72%
2015-09-04,46.05,46.68,47.23,45.61,385.63K,-1.50%
2015-09-03,46.75,46.11,48.42,45.65,539.45K,1.08%
2015-09-02,46.25,44.26,46.77,43.21,689.30K,1.85%
2015-09-01,45.41,48.1,48.87,44.15,713.42K,-7.70%
2015-08-31,49.2,45,49.33,43.6,757.50K,8.80%
2015-08-28,45.22,42.68,45.9,41.78,666.33K,6.25%
2015-08-27,42.56,38.96,42.86,38.95,533.68K,10.26%
2015-08-26,38.6,39.69,39.86,38.52,368.72K,-1.81%
