Date,Price,Open,High,Low,Vol,Change
2014-05-26,110.32,110.4,110.55,109.75,29.31K,-0.20%
2014-05-23,110.54,110.38,110.7,110.25,143.66K,0.16%
2014-05-22,110.36,110.49,111.04,110.17,200.09K,-0.17%
2014-05-21,110.55,109.76,110.73,109.7,220.00K,0.78%
2014-05-20,109.69,109.33,110,109.1,172.79K,0.29%
2014-05-19,109.37,109.82,110.33,109.3,171.71K,-0.35%
2014-05-16,109.75,108.96,110.05,108.88,229.93K,-0.62%
2014-05-15,110.44,110.21,110.6,109.75,20.37K,0.23%
2014-05-14,110.19,109.39,110.41,109.32,115.26K,0.87%
2014-05-13,109.24,108.37,109.46,108.05,130.64K,0.77%
2014-05-12,108.41,107.94,108.77,107.94,145.65K,0.48%
2014-05-09,107.89,108.08,109.02,107.64,179.23K,-0.14%
2014-05-08,108.04,108.07,108.15,107.38,163.88K,-0.08%
2014-05-07,108.13,107.17,108.25,106.96,217.14K,1.00%
2014-05-06,107.06,107.53,108.21,106.97,194.54K,-0.61%
2014-05-05,107.72,108.92,108.92,107.05,139.53K,-0.80%
2014-05-02,108.59,107.72,108.99,107.6,215.15K,0.77%
2014-05-01,107.76,108.08,108.12,106.85,186.88K,-0.29%
2014-04-30,108.07,108.8,108.8,107.55,213.56K,-0.84%
2014-04-29,108.98,108.13,109.37,108,206.50K,0.80%
2014-04-28,108.12,109.5,110.2,107.86,246.47K,-1.33%
2014-04-25,109.58,110.33,110.63,109.25,216.21K,-0.68%
2014-04-24,110.33,109.22,110.65,109.07,215.43K,1.12%
2014-04-23,109.11,109.5,109.54,108.6,181.74K,-0.15%
2014-04-22,109.27,109.94,109.99,108.53,201.11K,-0.62%
2014-04-21,109.95,109.76,110.05,108.89,71.87K,0.38%
2014-04-17,109.53,109.6,110.19,109.08,163.99K,-0.06%
2014-04-16,109.6,109.43,110.36,109,229.36K,0.79%
2014-04-15,108.74,108.92,109.11,108.27,19.55K,-0.30%
2014-04-14,109.07,107.42,109.12,107.26,95.83K,1.62%
2014-04-11,107.33,107.35,107.87,106.98,105.40K,-0.12%
2014-04-10,107.46,107.9,107.92,107.26,124.82K,-0.48%
2014-04-09,107.98,107.5,108.14,107.12,144.72K,0.29%
2014-04-08,107.67,105.97,107.85,105.78,193.36K,1.75%
2014-04-07,105.82,106.35,106.63,105.13,215.20K,-0.84%
2014-04-04,106.72,106.17,107.04,106.1,184.07K,0.54%
2014-04-03,106.15,104.59,106.32,104.45,220.54K,1.30%
2014-04-02,104.79,105.32,105.85,103.95,271.60K,-0.79%
2014-04-01,105.62,107.66,107.8,105.1,195.03K,-1.99%
2014-03-31,107.76,108,108.33,107.05,145.62K,-0.29%
2014-03-28,108.07,107.73,108.39,107.62,140.35K,0.22%
2014-03-27,107.83,107,107.99,106.77,184.83K,0.75%
2014-03-26,107.03,106.97,107.35,106.48,166.38K,0.04%
2014-03-25,106.99,106.59,107.48,106.44,167.09K,0.17%
2014-03-24,106.81,107.01,107.5,106.45,142.79K,-0.10%
2014-03-21,106.92,106.22,107.77,106.01,167.80K,0.44%
2014-03-20,106.45,105.9,106.75,105.41,205.21K,0.57%
2014-03-19,105.85,106.6,106.87,105.71,188.48K,-0.88%
2014-03-18,106.79,106.4,106.85,105.85,170.58K,0.52%
2014-03-17,106.24,108.55,108.6,106.16,166.23K,-2.15%
2014-03-14,108.57,107.25,108.69,107.24,12.88K,1.10%
2014-03-13,107.39,108.26,108.51,106.98,86.26K,-0.58%
2014-03-12,108.02,108.41,108.55,107.61,159.23K,-0.49%
2014-03-11,108.55,107.88,108.7,107.83,146.85K,0.43%
2014-03-10,108.08,108.73,108.85,107.75,149.34K,-0.84%
2014-03-07,109,108.3,109.09,107.82,172.05K,0.83%
2014-03-06,108.1,107.66,108.54,107.37,228.72K,0.32%
2014-03-05,107.76,109.17,109.36,107.55,220.18K,-1.41%
2014-03-04,109.3,111.16,111.32,109,218.50K,-1.71%
2014-03-03,111.2,109.44,112.39,109.26,291.31K,1.95%
2014-02-28,109.07,108.85,109.34,108.4,189.56K,0.10%
2014-02-27,108.96,109.41,109.45,108.65,192.91K,-0.51%
2014-02-26,109.52,109.56,109.97,109.2,186.71K,0.01%
2014-02-25,109.51,110.64,110.64,109.42,198.16K,-1.02%
2014-02-24,110.64,109.65,110.77,109.5,202.52K,0.72%
2014-02-21,109.85,110.5,110.5,109.35,154.90K,-0.41%
2014-02-20,110.3,110.39,110.49,109.58,151.21K,-0.15%
2014-02-19,110.47,110.55,110.82,110.02,163.34K,0.01%
2014-02-18,110.46,109.07,110.7,108.84,150.35K,1.17%
2014-02-17,109.18,109.13,109.4,108.64,56.87K,0.09%
2014-02-14,109.08,108.58,109.25,107.85,146.75K,0.32%
2014-02-13,108.73,108.68,108.84,108.09,18.08K,-0.06%
2014-02-12,108.79,108.78,109.5,108.47,105.89K,0.10%
2014-02-11,108.68,108.52,109.24,108.47,137.26K,0.05%
2014-02-10,108.63,109.75,109.75,108.4,162.66K,-0.86%
2014-02-07,109.57,107.32,109.74,106.88,215.63K,2.22%
2014-02-06,107.19,106.28,107.48,106.15,205.08K,0.88%
2014-02-05,106.25,106.09,106.44,105.58,193.78K,0.44%
2014-02-04,105.78,105.85,106.23,105.49,186.44K,-0.25%
2014-02-03,106.04,106.4,106.72,105.4,264.73K,-0.34%
2014-01-31,106.4,107.75,107.94,106.3,231.46K,-1.44%
2014-01-30,107.95,107.85,108.4,107.65,188.73K,0.09%
2014-01-29,107.85,107.36,108.05,106.93,207.31K,0.41%
2014-01-28,107.41,106.86,107.79,106.76,188.30K,0.67%
2014-01-27,106.69,107.91,108.09,106.45,203.30K,-1.10%
2014-01-24,107.88,107.58,108.03,106.23,244.56K,0.28%
2014-01-23,107.58,108.14,108.28,107.37,241.80K,-0.64%
2014-01-22,108.27,106.9,108.33,106.78,184.00K,1.44%
2014-01-21,106.73,106.35,108,106.28,254.31K,0.36%
2014-01-20,106.35,106.28,106.65,105.81,103.66K,-0.12%
2014-01-17,106.48,105.55,106.95,105.44,198.42K,-0.57%
2014-01-16,107.09,106.82,107.35,106.44,14.56K,-0.04%
2014-01-15,107.13,106.17,107.55,105.8,70.78K,0.70%
2014-01-14,106.39,106.62,107.14,106.06,111.28K,-0.34%
2014-01-13,106.75,107.25,107.64,106.36,151.80K,-0.47%
2014-01-10,107.25,106.44,107.58,106.03,198.57K,0.81%
2014-01-09,106.39,107.35,108.2,106.12,175.37K,-0.71%
2014-01-08,107.15,107.49,107.95,107,185.54K,-0.19%
2014-01-07,107.35,107.03,107.72,106.88,188.20K,0.58%
2014-01-06,106.73,106.8,107.96,106.58,181.82K,-0.15%
2014-01-03,106.89,107.88,108.64,106.79,191.13K,-0.83%
2014-01-02,107.78,111,111.35,107.65,200.65K,-2.83%
2014-01-01,110.92,110.92,110.92,110.92,-,0.11%
