Date	Price	Open	High	Low	Change %
Apr 20, 2014	489.53	494.94	505.00	475.00	-1.09%
Apr 19, 2014	494.94	472.50	500.00	452.23	4.75%
Apr 18, 2014	472.50	485.98	490.64	456.69	-2.98%
Apr 17, 2014	487.00	527.00	535.36	465.89	-7.59%
Apr 16, 2014	527.00	520.00	544.99	484.45	1.74%
Apr 15, 2014	518.00	454.42	524.40	447.11	13.99%
Apr 14, 2014	454.42	412.00	467.80	401.14	10.30%
Apr 13, 2014	412.00	414.20	425.50	383.02	-0.93%
Apr 12, 2014	415.87	416.52	440.00	407.73	-0.16%
Apr 11, 2014	416.52	355.00	435.00	342.97	16.69%
Apr 10, 2014	356.95	436.40	439.70	348.98	-18.26%
Apr 09, 2014	436.69	445.72	451.10	435.22	-2.03%
Apr 08, 2014	445.72	444.00	454.78	441.10	0.39%
Apr 07, 2014	444.01	463.06	464.00	438.10	-4.12%
Apr 06, 2014	463.06	467.78	471.32	449.50	-1.01%
Apr 05, 2014	467.78	446.30	469.69	441.98	4.81%
Apr 04, 2014	446.30	444.00	456.96	423.20	0.52%
Apr 03, 2014	444.00	435.00	453.74	410.00	2.07%
Apr 02, 2014	435.00	479.90	498.50	422.50	-9.36%
Apr 01, 2014	479.90	462.11	499.90	456.46	3.85%
Mar 31, 2014	462.09	467.63	487.50	446.26	-1.18%
Mar 30, 2014	467.63	496.70	498.00	450.01	-5.81%
Mar 29, 2014	496.49	503.93	507.00	490.04	-1.48%
Mar 28, 2014	503.93	484.99	530.00	472.00	3.91%
Mar 27, 2014	484.99	580.50	583.23	473.00	-16.31%
Mar 26, 2014	579.50	579.00	588.69	571.12	0.09%
Mar 25, 2014	579.00	588.71	589.27	567.01	-1.65%
Mar 24, 2014	588.71	568.00	591.95	555.23	3.65%
Mar 23, 2014	568.00	567.10	577.00	562.57	0.16%
Mar 22, 2014	567.10	572.94	575.43	556.00	-1.02%
Mar 21, 2014	572.94	589.00	607.90	562.10	-2.73%
Mar 20, 2014	589.00	606.10	608.50	582.10	-2.82%
Mar 19, 2014	606.10	614.00	624.98	605.84	-1.29%
Mar 18, 2014	614.00	617.00	619.00	598.00	-0.56%
Mar 17, 2014	617.43	624.89	627.81	608.00	-1.19%
Mar 16, 2014	624.89	630.00	630.00	621.52	-0.66%
Mar 15, 2014	629.02	622.09	633.69	620.01	1.11%
Mar 14, 2014	622.09	629.75	630.00	620.51	-1.22%
Mar 13, 2014	629.75	628.75	635.00	622.10	0.21%
Mar 12, 2014	628.45	626.00	637.10	622.10	0.39%
Mar 11, 2014	626.01	622.60	631.75	616.10	0.55%
Mar 10, 2014	622.60	630.50	641.50	610.00	-0.70%
Mar 09, 2014	627.00	609.97	640.00	604.49	2.79%
Mar 08, 2014	609.97	619.72	628.68	595.15	-1.57%
Mar 07, 2014	619.72	648.00	648.80	604.09	-4.36%
Mar 06, 2014	648.00	653.15	658.00	634.03	-0.79%
Mar 05, 2014	653.15	656.56	668.10	633.34	-0.52%
Mar 04, 2014	656.56	644.02	698.00	639.43	1.95%
Mar 03, 2014	644.03	554.00	687.00	550.49	16.25%
Mar 02, 2014	554.00	562.30	562.30	546.00	-1.48%
Mar 01, 2014	562.30	536.20	565.89	531.00	4.85%
Feb 28, 2014	536.30	570.00	572.00	533.42	-5.89%
Feb 27, 2014	569.88	568.00	578.50	545.68	0.33%
Feb 26, 2014	568.00	534.00	591.00	531.00	6.17%
Feb 25, 2014	535.00	496.74	541.81	430.12	-3.74%
Feb 24, 2014	555.76	598.00	605.00	551.10	-7.06%
Feb 23, 2014	598.00	597.56	629.81	585.22	0.07%
Feb 22, 2014	597.56	557.99	610.00	543.37	7.57%
Feb 21, 2014	555.50	542.68	576.00	514.15	2.49%
Feb 20, 2014	542.00	611.00	616.42	533.00	-11.29%
Feb 19, 2014	611.00	615.00	616.91	604.57	-0.65%
Feb 18, 2014	615.00	612.00	634.00	603.01	0.25%
Feb 17, 2014	613.44	599.60	646.00	593.03	2.41%
Feb 16, 2014	599.00	637.13	648.00	552.21	-5.98%
Feb 15, 2014	637.13	643.62	650.00	616.00	-1.01%
Feb 14, 2014	643.62	591.39	689.00	503.00	8.83%
Feb 13, 2014	591.39	647.85	653.90	580.10	-8.10%
Feb 12, 2014	643.52	661.00	672.00	632.00	-3.18%
Feb 11, 2014	664.67	672.01	709.99	621.00	-0.94%
Feb 10, 2014	671.00	697.50	719.86	102.00	-3.80%
Feb 09, 2014	697.50	695.99	730.00	671.00	0.22%
Feb 08, 2014	695.99	709.97	728.90	690.00	-1.97%
Feb 07, 2014	709.97	764.98	765.95	676.10	-7.18%
Feb 06, 2014	764.86	784.59	789.00	760.00	-2.53%
Feb 05, 2014	784.75	801.00	804.90	783.10	-1.97%
Feb 04, 2014	800.53	798.90	810.00	792.23	0.20%
Feb 03, 2014	798.90	796.00	809.80	782.00	-0.13%
Feb 02, 2014	799.90	800.00	816.00	791.05	-0.01%
Feb 01, 2014	800.00	797.40	817.70	792.11	0.38%
Jan 31, 2014	797.00	795.00	802.20	785.00	0.25%
Jan 30, 2014	795.00	790.00	809.00	757.00	0.62%
Jan 29, 2014	790.09	774.59	800.00	771.00	1.96%
Jan 28, 2014	774.90	746.50	810.00	732.13	3.47%
Jan 27, 2014	748.90	817.80	830.00	727.00	-8.43%
Jan 26, 2014	817.80	806.25	830.00	790.00	1.43%
Jan 25, 2014	806.25	774.98	818.00	768.75	4.04%
Jan 24, 2014	774.98	805.92	809.45	753.06	-4.24%
Jan 23, 2014	809.29	821.00	828.89	800.08	-1.55%
Jan 22, 2014	822.00	832.00	835.00	815.00	-1.15%
Jan 21, 2014	831.55	830.00	836.99	819.94	0.31%
Jan 20, 2014	829.00	838.85	841.63	810.00	-1.19%
Jan 19, 2014	839.00	816.89	839.00	803.74	2.63%
Jan 18, 2014	817.50	792.33	839.00	792.33	2.83%
Jan 17, 2014	795.00	813.10	825.00	783.00	-2.26%
Jan 16, 2014	813.38	837.64	846.25	813.10	-2.94%
Jan 15, 2014	838.00	818.76	848.60	813.00	2.26%
Jan 14, 2014	819.47	825.00	840.50	805.80	-0.65%
Jan 13, 2014	824.83	835.49	841.43	788.70	-1.28%
Jan 12, 2014	835.49	890.38	899.00	815.00	-6.16%
Jan 11, 2014	890.38	842.00	894.00	836.00	5.87%
Jan 10, 2014	841.00	821.51	849.06	794.25	2.35%
Jan 09, 2014	821.70	821.17	844.90	777.78	0.06%
Jan 08, 2014	821.17	757.11	850.00	720.00	8.46%
Jan 07, 2014	757.11	925.00	944.00	755.32	-18.15%
Jan 06, 2014	925.00	903.30	990.00	888.00	2.32%
Jan 05, 2014	904.00	823.50	919.99	823.50	9.78%
Jan 04, 2014	823.50	800.00	829.00	780.65	2.94%
Jan 03, 2014	800.00	782.00	819.00	764.83	2.30%
Jan 02, 2014	782.00	744.16	799.89	736.86	5.11%
Jan 01, 2014	744.00	730.50	749.80	728.00	1.85%
